success,video_path,starts,ends,text,formatted_data
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/38912465@N00_8321981035_0cf84ef92a.mov,tensor([[0]]),tensor([[31]]),hand point to left pink shirt appears in corner person in right corner points.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1869.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26105073@N03_6723137127_acb3fb9cb9.mov,tensor([[0]]),tensor([[31]]),camera comes back to persons legs for the third time,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1870.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/87719130@N00_3745149062_d100c217ec.avi,tensor([[0]]),tensor([[31]]),man gives money a man climbs the steps and puts money into the guitar case. a man gives money to the musicians. a man leaves money for two people singing under a statue. man drops money in guitar case then starts to walk away,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1871.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/51559179@N00_6572891679_785cb794b3.mov,tensor([[0]]),tensor([[31]]),man on the far left takes a step back the boy on the end without a piece of paper moves slightly left away from the person next to him. clip starts with guy on left side leaning over looking at the others piece of paper man on end glances at partners sheet music,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1872.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/80256513@N00_3519868665_75dee90155.mpg,tensor([[0]]),tensor([[31]]),a man in a red shirt is riding. the camera passes by a man wearing a white and red hat and a plaid shirt. person riding moped with red shirt first comes into view. person in light yellow jacket goes by on a motorcycle. we observe the front of the line of people.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1873.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/12357841@N02_4959863495_cce8841455.mp4,tensor([[0]]),tensor([[31]]),camera follows ball into audience the sky is seen first time camera quickly pans left when the tennis player on the right first serves and begins the match for the video. man makes first server,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1874.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/65341670@N07_12729329945_c364c8eae0.mov,tensor([[0]]),tensor([[31]]),dog runs up to camera for second time the person spreads their arms wide. dog reaches end of run and turns back for first time,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1875.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/43267264@N00_4914530045_7ae8877f0a.avi,tensor([[0]]),tensor([[31]]),the cube spells love rubik cube is completely blue hands pick up a rubik's cube. when the guy moving the rubric cube first picks up the cube. see white side of rubik cube,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1876.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25958034@N03_5859830279_f66c241720.mov,tensor([[0]]),tensor([[31]]),animal disappears behind grey object the boy reaches out for the bird. bird scratches face with its claws,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1877.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26508791@N02_8456377886_cfbabd48a4.avi,tensor([[0]]),tensor([[31]]),train moves backwards. the train begins to move. the train is still then very slowly begins to back away. train is furthest away,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1878.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/70428075@N00_2782030340_1843551c56.mpg,tensor([[0]]),tensor([[31]]),a full view of the top off the buildings the camera pans upward and then turns in a circle to show the top floor of the building all the way around a person can be seen before the camera goes up. camera pans left to see a single green door,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1879.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/75803333@N00_4420488161_3de1e4b257.mov,tensor([[0]]),tensor([[31]]),a white headed sheep and a black headed sheep there's a sheep with a black face in this clip we see the dark faced sheep a stick with a yellow ball is in the scene. the sheep with the black face,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1880.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/44124371264@N01_3884701699_dbd59480ff.mov,tensor([[0]]),tensor([[31]]),person jumps out water and begin to get out of pool someone is holding on to the ladder. ladder disappears from frame for the first time,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1881.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/12806074@N08_6650641951_900c0a3960.avi,tensor([[0]]),tensor([[31]]),camera pans in on color dancing water and red ball no longer in picture. cameraman walks towards the fountain and zooms in when the view is closest to the colorful lights,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1882.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/33195950@N00_4989383035_9b9a93dcb1.mov,tensor([[0]]),tensor([[31]]),camera pans over to cran. the boat is no longer visible. looking back toward the piere,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1883.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/27117805@N08_5047803262_758abc0262.avi,tensor([[0]]),tensor([[31]]),children throw water balloons into the air the people throw something in the air. people in black shirts come into view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1884.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/47018597@N00_4712325979_f1acc057a1.mpg,tensor([[0]]),tensor([[31]]),dark brown cat leaves. one of the cats exits view darker cat disappears,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1885.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/64603444@N00_9291828214_ba44f336fd.avi,tensor([[0]]),tensor([[31]]),two white planes in the grass on the side of moving plane,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1886.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22143252@N06_2836206789_caeabcc42e.mpg,tensor([[0]]),tensor([[31]]),the hamster begins to play with a yellow and red ball.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1887.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/23044396@N06_4411325715_5ffe82a6cf.mov,tensor([[0]]),tensor([[31]]),"light turns from white and pink into a blue light the lights on the stage turn blue and then flash to white. blue stage lights come on the blue lights first appear. at a dimly lit concert, someone waves a glowstick",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1888.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/34534185@N00_6895258069_06fdf2ccc7.mov,tensor([[0]]),tensor([[31]]),"person in blue and white stripped t-shirts walks across screen a woman in a yellow shirt looks to her left, then behind, then to the left again at her fellow band members. woman has right hand up briefly the woman turns partially around.",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1889.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/62752875@N00_2971872187_3e50888294.mov,tensor([[0]]),tensor([[31]]),man walks bike across intersection person with a bicycle walks across the street bicyclist exits frame left a large red bus on the street. person holding a blue and a white shopping bag crossing the busy street.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1890.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22843806@N03_8532324170_4c580d5872.mov,tensor([[0]]),tensor([[31]]),little girl drops toy shes playing with child takes object from the adult's hand baby reaches and picks something up,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1891.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/23737784@N00_2527528122_5b12b67fda.mov,tensor([[0]]),tensor([[31]]),camera adjusts brightness to get a better shot of the guitar. man starts to play the guitar fast. guy first starts guitaring the image gets brighter.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1892.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/67033974@N00_8395518220_17ded3a9ac.mov,tensor([[0]]),tensor([[31]]),person in orange t-shirt is shown pans to man building something on desk. we first seee the computer screen. we can see a person sitting at the table briefly bald man in a long sleeve tee can bee seen,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1893.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/33195950@N00_3579216205_abafc903a4.mp4,tensor([[0]]),tensor([[31]]),people walk in the opposite direction of the runners people walk the opposite direction we first see people walking in the opposite direction behind the runners,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1894.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/26587560@N00_4376077651_75b48e95c9.avi,tensor([[0]]),tensor([[31]]),colored lights flash the lights change to purple lights change to purple lights turn purple for the first time the lights on stage are purple,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1895.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/31418118@N00_5477766979_f7fd3196a4.m4v,tensor([[0]]),tensor([[31]]),person rubs ladies chin woman is getting her chin rubbed. starts rubbing woman's chin. chin massage begins,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1896.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/41894159004@N01_2426963998_bf10bfc76d.mov,tensor([[0]]),tensor([[31]]),"person in purple hoodie pushes orange on swing woman in purple jacket claps. the woman in purple leaves view. the girl in the white sweater catches the food in her mouth. the girl in white almost eats the doughnut, but can't, and makes a full circle with it almost in her mouth.",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1897.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/48734911@N00_5164177432_f7b9eacdc6.avi,tensor([[0]]),tensor([[31]]),parade begins to move in another direction man in orange vest comes into view big ben is no longer in view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1898.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/68676385@N00_3381242879_429a1de206.avi,tensor([[0]]),tensor([[31]]),boy sitting in blue bucket puts a grey hat on head. kid puts the hat on little girl in pink appears,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1899.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/59569311@N00_3323674700_f9979768e9.avi,tensor([[0]]),tensor([[31]]),person riding motorcycle through water appears in frame dirt bike leaves puddle. the motorcycle drives by. we first see the motorcycle coming through the water,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1900.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/79229619@N00_5237147381_7011cc516f.mp4,tensor([[0]]),tensor([[31]]),boy begins unwrapping a present. boy pulls red blanket out of present. boy pulls out coat. the boy starts unwrapping a gift.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1901.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/34299915@N00_3813622771_f9b726171c.avi,tensor([[0]]),tensor([[31]]),man has his arm in tube the man in blue stoops over. the man fills the cylinder we see the man in blue pull his arm up out of the tube,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1902.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/29011822@N00_5192784808_334348f4b5.m4v,tensor([[0]]),tensor([[31]]),camera moves down and closer to brown cat's face. black cat starts to lick the yellow cat kitties are closest in view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1903.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/11054484@N04_8471965517_be19b8c684.mp4,tensor([[0]]),tensor([[31]]),camera moves down and towards playground as the toddler reaches through the bars. we see the young girl completely child sticks hands through rail,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1904.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/29151782@N00_5022589327_2813c30ca3.wmv,tensor([[0]]),tensor([[31]]),woman adjusts her arms so that her right arm can better hold the baby. lady holding baby switches arms woman adjusts how she is holding baby. the person puts a second arm under the baby. the adult wearing black readjusts the baby's position so it can comfortably lean back.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1905.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/64085891@N08_5876336058_da0dfd04d1.mov,tensor([[0]]),tensor([[31]]),strange purple light appears on frame. a group of fans are running through the outfield when the pitcher resumes play by throwing a pitch. camera first zooms out camera zooms out and pans to the right. person are seen running off the field ' camera pans right to show a baseball game,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1906.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/71066413@N00_8655255695_523d710498.mov,tensor([[0]]),tensor([[31]]),two men are talking in a room as a child and an adult start to walk in from the other room. the camera zooms in to a boy in the hallway. the man goes for a drink. first time people can be seen in other room we see the little kid for the first time.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1907.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/54091597@N00_3911525261_a52c5703bc.avi,tensor([[0]]),tensor([[31]]),a person in white walks by man walks across field. person walks from right to left.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1908.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25958034@N03_8090143537_a77874cb0c.mov,tensor([[0]]),tensor([[31]]),performer in black and performer in white squat down to the ground. person in light blue first appears two dancers enter the group from the right the girls jump up. two dancers kneel to the ground,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1909.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25373834@N08_3639184806_932a200f3b.avi,tensor([[0]]),tensor([[31]]),camera briefly focuses on picture of man smiling. two people are looking at a board. people first come in to view. the camera shows people looking at the wall. first time sculpture comes into view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1910.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14193725@N00_4522759930_4d11ca40f7.avi,tensor([[0]]),tensor([[31]]),skier in yellow enters from right and crosses all the way left. camera shifts to the right no more skiers are in our view only frame with one then to no people.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1911.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/75654019@N00_3205081647_e80e90bf57.mov,tensor([[0]]),tensor([[31]]),van parked on the street a black suv car can be seen in the frame. enters door of garage.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1912.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/64857724@N00_3250814886_0a5567ca03.mov,tensor([[0]]),tensor([[31]]),green and white bus passes camera white bus passes red car passes us a couple billboards on the road.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1913.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/77987497@N00_6381789103_f39e990207.mp4,tensor([[0]]),tensor([[31]]),man walks past the camera in the far back behind the bald man man in background uses sign language to communicate with female the lady brushes her red hair with her hand. the man in the background makes a circular motion with his hands. the boy isn't talking.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1914.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/58792024@N00_3185464405_3982f98144.mp4,tensor([[0]]),tensor([[31]]),seal blinks its eyes for the first time toy blinks for first time the pink pacifier is seen for the first time.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1915.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/29131075@N03_2984529025_658683a094.mp4,tensor([[0]]),tensor([[31]]),man second from the left touches his face fir the first time man introduces collegue man in the black suit scratches his nose man seen bring hand up to face.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1916.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25751876@N06_2435181886_fea3c09999.mov,tensor([[0]]),tensor([[31]]),a man who is sitting down waves at the camera. man in gray shirt sets down bag man in gray comes into view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1917.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/51378257@N00_3854650453_b62681f7c9.avi,tensor([[0]]),tensor([[31]]),camera pans over a body of water. sky is very bright for a moment first time small pond comes into view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1918.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/50811284@N00_2497068344_241e6e85fe.avi,tensor([[0]]),tensor([[31]]),camera pulls back to reveal several young people around the machine. person in white t-shirt appears we are very close to the machine in motion then start to zoom out we zoom in on machine.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1919.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/59458437@N00_3822447477_fac5a8a0cc.avi,tensor([[0]]),tensor([[31]]),screen is a black for a moment the frame starts dark. camera jerks to our left,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1920.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/77725780@N00_5346341032_585f5d329d.m4v,tensor([[0]]),tensor([[31]]),second of two visible skiers leaves view two people skiing a guy in a blue coat is seen jumping for the first time. the skiier jumps a small bank.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1921.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/72794895@N00_5043205204_205075fec7.mov,tensor([[0]]),tensor([[31]]),people are looking at the view. we see three people. we can see a red shirt or vest.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1922.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/64353172@N00_5430177733_52ac9f119a.mov,tensor([[0]]),tensor([[31]]),the woman in white is demonstrating. the woman in white first gestures. hand moves down out of picture. the lady starts to describe the thing the man is holding,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1923.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/82245750@N00_2437294055_cf93d80d12.mov,tensor([[0]]),tensor([[31]]),the bright lights come on red light shines straight out blue stage light first flashes.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1924.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/40518938@N00_4779599557_51602a8cc0.mov,tensor([[0]]),tensor([[31]]),a bee flies into the upper right hand corner,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1925.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22154104@N00_4076875563_4a19de6385.mov,tensor([[0]]),tensor([[31]]),a red truck drives by,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1926.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/25958034@N03_5290081974_a3da43429d.mov,tensor([[0]]),tensor([[31]]),little boy puts hat on,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1927.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/41150709@N08_4638354849_cd4ebd4dbc.avi,tensor([[0]]),tensor([[31]]),man on the far left wearing white shirt and grey jeans squats down then back up. man on the left crouches down. the crowd begins to break apart people start waving man on left kneels down.the man in green shirt places hand on chest,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1928.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/40825163@N02_8464000189_6a6282ef83.mov,tensor([[0]]),tensor([[31]]),woman with blue hoodie appears out of the bottom right frame. angels jump up and down three boys with winged costumes jump in a group girl in blue hoodie is walking. girls give a little hop for the first time,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1929.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/37015070@N00_8217694848_fee0072846.mp4,tensor([[0]]),tensor([[31]]),"camera pans slightly up to reveal river rapids a wide view of the river, then pans down. camera view pans back down to where it originally started",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1930.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/7613314@N04_3493077057_853dfbd8c5.mpg,tensor([[0]]),tensor([[31]]),the band plays and a camera flashes a camera flash is seen for the first time camera flashes.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1931.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/58677897@N00_3888541390_d225d7fdf4.mpg,tensor([[0]]),tensor([[31]]),the girl does a flip the person in the yellow shirt begins and finishes their gymnastics flip. a person back flipping in the dark the person does a cartwheel we see someone do a cartwheel,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1932.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/53375223@N00_9637657828_e2609eafbd.wmv,tensor([[0]]),tensor([[31]]),the man dressed in green walks by the table a person in a green jacket walks into the room and throws something into a large bin. man in suspenders turns around to come back the man in overalls turns around and walks towards us again. a person in a green costume walks by us.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1933.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/85598619@N00_4091963509_c8211f8473.mp4,tensor([[0]]),tensor([[31]]),"the camera is faced out the right window and you can see us pass a red car and then a black car frame goes from legs to front view, to looking over to the side. driver is visible. a view of a mans legs sitting in the passanger seat.",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1934.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14367015@N00_3227211817_a8aa61992a.avi,tensor([[0]]),tensor([[31]]),"the camera shakes significantly, and then the first skater comes up to the turn the camera violently shakes before the skaters approach the turn. the first skater rounds the bend out of frame.",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1935.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/30032610@N00_9304639547_5735ce6d63.mov,tensor([[0]]),tensor([[31]]),the camera frame is stable and the white lights in the middle flash twice in a row we see the crowd on the left. the camera pans to the left before moving back to the right the right big screen comes back into the picture.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1936.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/63513545@N00_5788263406_158480e2b0.avi,tensor([[0]]),tensor([[31]]),the little boy stops to look at the grass and then falls on his bottom baby gets up and walks towards the camera. baby stands up the baby stands up baby bends over and sits back down.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1937.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/37718678739@N01_10913369904_3d3f489f4a.mov,tensor([[0]]),tensor([[31]]),a white picture frame is on the wall. camera pans to the right and zooms in a room with white walls,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1938.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/42899765@N00_7267118886_319c3c98f6.mov,tensor([[0]]),tensor([[31]]),"the woman in blue walks off the screen. the lady goes to the window, then leaves. lady in blue top ' white skirt walks right ' out of view",/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1939.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/12289718@N00_4193374524_c0bbff958b.mov,tensor([[0]]),tensor([[31]]),man in gray hoodie and hat pulls up pants. a man in a gray shirt points downwards. man in red shirt touches chair man in pink shirt and blue jeans walks out of picture,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1940.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/67033974@N00_3979227807_5d70d65816.mov,tensor([[0]]),tensor([[31]]),camera does a 180 to show a woman wearing a multi colored dress walking towards the camera. a woman in a very colorful dress walks away from the camera. the model can be seen from the rear.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1941.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/65107846@N08_6481757829_ec9bc30c5f.mov,tensor([[0]]),tensor([[31]]),sun light reflecting on ocean and side view mirror on the left side of the frame. the guard rail becomes a concrete barrier. concrete structure on the other side of the gaurdrail,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1942.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/50834689@N04_6784128452_a4f6620ede.avi,tensor([[0]]),tensor([[31]]),a long green leaf sticking out from bottom of screen,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1943.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/82832950@N00_2836739015_02466c67b2.avi,tensor([[0]]),tensor([[31]]),helicopter flies over wall wall disappears from view wall at the bottom half of screen disappears. wall leaves the frame as camera pans up.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1944.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/22591084@N00_4787466089_ded536ccfd.mov,tensor([[0]]),tensor([[31]]),girl stands up in the water first person jumps into water first time we see someone jump off the cliff,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1945.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/48612126@N00_4856371495_a78f9c2949.mov,tensor([[0]]),tensor([[31]]),the roof fully closes half-dome front-left is perpendicular to other dome briefly the section of roof on the right initially moves. the larger half begins to close,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1946.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/14539247@N00_8257310129_f945329dbb.avi,tensor([[0]]),tensor([[31]]),man with red hat and purple glow necklace touches fixes their hat.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1947.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/33406286@N00_6098830466_d3b7bfbc99.avi,tensor([[0]]),tensor([[31]]),single green skinny tree is seen camera pans back to the right view of a tree on the left of the shot disappears as the view follows the stream to the right. we pan left to see a tree right in front,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1948.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/81894727@N00_2460405044_127b252074.avi,tensor([[0]]),tensor([[31]]),man in blue is playing the guitar man in doo-rag looks at camera and smiles blonde woman in white tank top passes through frame the man in the black hat smiles and looks behind him. woman in glasses is at table,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1949.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/35237097961@N01_5196087505_f0c679f516.3gp,tensor([[0]]),tensor([[31]]),bottom row of equipment is viewed a cassette player beeps. the bottom row is being looked at.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1950.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/66787975@N00_5319682231_ae612d7266.avi,tensor([[0]]),tensor([[31]]),a man in red walks by. man with red hoodie walks by. man in red shirt enters and exits view,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1951.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/51378257@N00_5715297060_8b9cf6e480.avi,tensor([[0]]),tensor([[31]]),the person wearing a green jacket goes under water. man in orange dunks under water man with green shirt and white dips under water,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1952.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/12917526@N00_2457279993_9923e8ddaa.mov,tensor([[0]]),tensor([[31]]),the bus approaches another bus. guy in white appears on the screen the bus comes to a stop.,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1953.pth
True,/home/ubuntu/search_efs/public_datasets/didemo/all_videos/75654019@N00_3829374966_194f7be1f6.mov,tensor([[0]]),tensor([[31]]),child takes tooth brush out of their mouth a little boy brushing his teeth child steps down and turns around child puts toothbrush into mouth for the first time child puts toothbrush down,/home/ubuntu/search_efs/public_datasets/didemo/formatted_data/train_data_id_1954.pth
